Polluant,valeur,Latitude,Longitude,nom site,Zas,Année
NO2,13.0,46.678785,4.366893,Montceau-les-Mines 9me écluse,ZR BOURGOGNE-FRANCHE-COMTE,2020
NO2,15.0,46.316172,4.839994,Macon Paul Bert,ZR BOURGOGNE-FRANCHE-COMTE,2020
NO2,18.0,45.56472,5.928333,PASTEUR,ZAR PAYS-DE-SAVOIE,2020
NO2,13.0,45.59667,5.918611,CHAMBERY LE HAUT,ZAR PAYS-DE-SAVOIE,2020
NO2,22.0,45.56943,5.932986,Chambéry Trafic,ZAR PAYS-DE-SAVOIE,2020
NO2,11.0,45.274723,6.349722,SAINT JEAN,ZR AUVERGNE-RHONE-ALPES,2020
NO2,11.0,45.209364,6.480326,Maurienne Trafic,ZR AUVERGNE-RHONE-ALPES,2020
NO2,18.0,45.9225,6.87,CHAMONIX,ZAR VALLEE-DE-L-ARVE,2020
NO2,15.0,45.675,6.389722,Albertville,ZAR VALLEE-DE-LA-TARANTAISE,2020
NO2,18.0,45.89528,6.118333,LOVERCHY,ZAR PAYS-DE-SAVOIE,2020
NO2,14.0,45.916943,6.135556,NOVEL,ZAR PAYS-DE-SAVOIE,2020
NO2,28.0,45.9097,6.11825,ANNECY Rocade,ZAR PAYS-DE-SAVOIE,2020
NO2,17.0,46.19583,6.240556,ANNEMASSE,ZAR PAYS-DE-SAVOIE,2020
NO2,13.0,46.193641,6.214534,GAILLARD,ZAR PAYS-DE-SAVOIE,2020
NO2,23.0,46.1908111,6.23553611111111,ANNEMASSE TRAFIC,ZAR PAYS-DE-SAVOIE,2020
NO2,14.0,45.92361,6.713611,PASSY,ZAR VALLEE-DE-L-ARVE,2020
NO2,31.0,45.907223,6.845833,BOSSONS,ZAR VALLEE-DE-L-ARVE,2020
NO2,6.0,46.072224,5.820833,St Germain/Rhône,ZR AUVERGNE-RHONE-ALPES,2020
NO2,13.0,46.211666,5.226389,Bourg-en-Bresse,ZR AUVERGNE-RHONE-ALPES,2020
NO2,21.0,47.907083,1.901139,Gambetta,ZAG ORLEANS,2020
NO2,9.0,47.917398,1.966258,St Jean,ZAG ORLEANS,2020
NO2,8.0,47.997889,2.7195,Montargis,ZR CENTRE-VAL DE LOIRE,2020
NO2,10.0,47.344139,0.653778,Joué lès Tours,ZAG TOURS,2020
NO2,10.0,47.419083,0.682944,La Bruyère,ZAG TOURS,2020
NO2,23.0,47.394639,0.704861,Pompidou,ZAG TOURS,2020
NO2,7.0,47.83775,1.944667,La_Source-CNRS,ZAG ORLEANS,2020
NO2,11.0,47.075044,2.407183,Bourges-Baffier,ZR CENTRE-VAL DE LOIRE,2020
NO2,8.0,47.082778,2.405333,Leblanc,ZR CENTRE-VAL DE LOIRE,2020
NO2,2.0,46.814694,2.610069,Verneuil,ZR CENTRE-VAL DE LOIRE,2020
NO2,7.0,48.729694,1.358472,Dreux Centre,ZAR CHARTRES-DREUX,2020
NO2,20.0,48.760889,1.233639,Saint-Remy,ZAR CHARTRES-DREUX,2020
NO2,15.0,48.449158,1.492469,Chartres_trafic,ZAR CHARTRES-DREUX,2020
NO2,7.0,46.798278,1.693139,Chateauroux Sud,ZR CENTRE-VAL DE LOIRE,2020
NO2,11.0,46.942941,2.003258,Issoudun Trafic ZR,ZR CENTRE-VAL DE LOIRE,2020
NO2,7.0,47.594256,1.302667,Blois nord,ZAR BLOIS,2020
NO2,13.0,47.586544,1.326533,Blois_trafic,ZAR BLOIS,2020
NO2,17.0,48.006936,2.740111,Montargis_trafic,ZR CENTRE-VAL DE LOIRE,2020
NO2,8.0,47.996994,2.731511,Montargis Fond,ZR CENTRE-VAL DE LOIRE,2020
NO2,5.0,45.884851,0.898431,ST JUNIEN - Fontaine,ZR NOUVELLE-AQUITAINE,2020
NO2,11.0,45.158738,1.537259,BRIVE - Dalton,ZR NOUVELLE-AQUITAINE,2020
NO2,8.0,46.17362,1.873024,GUERET - Nicolas,ZR NOUVELLE-AQUITAINE,2020
NO2,10.0,45.262665,1.762752,TULLE - Hugo,ZR NOUVELLE-AQUITAINE,2020
NO2,21.0,45.829975,1.254772,LIMOGES - Aine,ZAR LIMOGES,2020
NO2,6.0,45.875834,0.823951,SAILLAT - Ipaper,ZR NOUVELLE-AQUITAINE,2020
NO2,13.0,45.842204,1.259689,LIMOGES - BERLAND,ZAR LIMOGES,2020
NO2,13.0,44.870243,4.876289,Valence Périurb. Sud,ZAR VALLEE-DU-RHONE,2020
NO2,16.0,44.933514,4.893481,Valence Urb. Centre,ZAR VALLEE-DU-RHONE,2020
NO2,10.0,45.0425,5.0443,Romans-sur-Isère,ZAR VALLEE-DU-RHONE,2020
NO2,2.0,44.569443,5.278972,Drôme Rurale Sud-SND,ZR AUVERGNE-RHONE-ALPES,2020
NO2,25.0,44.9492,4.890133,A7 Valence Est,ZAR VALLEE-DU-RHONE,2020
NO2,7.0,16.257308,-61.591725,ST de Baie mahault,ZAG POINTE-A-PITRE,2020
NO2,9.0,16.23674,-61.534101,PTP-VICTOIRE,ZAG POINTE-A-PITRE,2020
NO2,10.0,16.25066,-61.527794,ST Vieux Bourg ABYMES,ZAG POINTE-A-PITRE,2020
NO2,8.0,15.994349,-61.727203,BT_PICHON,ZR GUADELOUPE,2020
NO2,8.0,-20.889893,55.46884,LYC. LISLET GEOFFROY,ZAR SAINT-DENIS,2020
NO2,6.0,-20.884575,55.453906,Ecole JOINVILLE,ZAR SAINT-DENIS,2020
NO2,4.0,-20.910585,55.618977,Ecole La Marine,ZAR SAINT-DENIS,2020
NO2,9.0,-21.334406,55.45906,Station Luther King,ZAR VOLCAN,2020
NO2,6.0,-21.312895,55.474194,Ligne Paradis,ZAR VOLCAN,2020
NO2,3.0,-21.204815,55.58262,Station Bourg-Murat,ZAR VOLCAN,2020
NO2,13.0,-20.9498,55.313828,Centre Penitencier,ZAR SAINT-DENIS,2020
NO2,8.0,-21.022112,55.266773,Plateau Caillou,ZAR SAINT-DENIS,2020
NO2,5.0,-21.032139,55.232563,Grand Fond,ZAR SAINT-DENIS,2020
NO2,17.0,-21.331703,55.478949,BD BANKS,ZAR VOLCAN,2020
NO2,11.0,-21.213212,55.302844,RDT SAINT-LEU,ZR LA REUNION,2020
NO2,10.0,-20.928686,55.332581,Terrain de Sel,ZAR SAINT-DENIS,2020
NO2,6.0,-21.277075,55.403065,Sarda Garriga,ZAR VOLCAN,2020
NO2,8.0,14.610653,-61.002586,Lamentin,ZAR FORT-DE-FRANCE,2020
NO2,25.0,14.613844,-61.063492,Concorde,ZAR FORT-DE-FRANCE,2020
NO2,1.0,14.468869,-60.927417,Sainte_Luce,ZR MARTINIQUE,2020
NO2,4.0,14.678025,-60.939056,Robert Bourg,ZAR FORT-DE-FRANCE,2020
NO2,2.0,14.601469,-61.085331,Bellevue,ZAR FORT-DE-FRANCE,2020
NO2,2.0,5.164248,-52.64649,Kourou Gaston Monnerville Brady,ZR GUYANE,2020
NO2,3.0,4.84816,-52.3238,Kalou,ZAR ILE-DE-CAYENNE,2020
NO2,3.0,4.9378467,-52.32093,Caiena3,ZAR ILE-DE-CAYENNE,2020
NO2,0.0,5.034602,-52.563795,Matiti,ZR GUYANE,2020
NO2,13.0,41.924694,8.735694,AJACCIO CANETTO,ZAR AJACCIO,2020
NO2,9.0,42.697917,9.446417,BASTIA GIRAUD,ZAR BASTIA,2020
NO2,6.0,41.958028,8.820278,AJACCIO PIATANICCIA,ZAR AJACCIO,2020
NO2,5.0,42.535833,9.475972,BASTIA LA MARANA,ZAR BASTIA,2020
NO2,6.0,41.949222,8.757583,AJACCIO SPOSATA,ZAR AJACCIO,2020
NO2,5.0,42.671333,9.434639,BASTIA MONTESORO,ZAR BASTIA,2020
NO2,1.0,42.236028,9.190028,VENACO,ZR CORSE,2020
NO2,26.0,41.92575,8.738278,AJACCIO ABBATUCCI,ZAR AJACCIO,2020
NO2,15.0,42.702833,9.446389,BASTIA FANGO,ZAR BASTIA,2020
NO2,22.0,48.572808,7.767833,Strasbourg Neudorf Ecoquartier Danube,ZAG STRASBOURG,2020
NO2,11.0,-12.761174,45.226197,Kawéni Nord,ZR MAYOTTE,2020
NO2,14.0,44.01285657,1.37530522,Montauban,ZR OCCITANIE,2020
NO2,19.0,47.235973,6.023611,Besancon Mégevand,ZAR BESANCON,2020
NO2,13.0,47.2474,6.015419,Besançon Prévoyance,ZAR BESANCON,2020
NO2,16.0,47.510307,6.794,Montbéliard centre,ZAR BELFORT-MONTBELIARD,2020
NO2,17.0,47.640667,6.859278,Belfort Octroi,ZAR BELFORT-MONTBELIARD,2020
NO2,12.0,47.09672,5.496389,Dole centre,ZR BOURGOGNE-FRANCHE-COMTE,2020
NO2,8.0,47.0426,5.400944,Tavaux,ZR BOURGOGNE-FRANCHE-COMTE,2020
NO2,10.0,47.065628,5.415061,Damparis,ZR BOURGOGNE-FRANCHE-COMTE,2020
