Polluant,valeur,Latitude,Longitude,nom site,Zas,Année
PM10,13.0,46.072224,5.820833,St Germain/Rhône,ZR AUVERGNE-RHONE-ALPES,2022
PM10,14.0,46.211666,5.226389,Bourg-en-Bresse,ZR AUVERGNE-RHONE-ALPES,2022
PM10,18.0,47.907083,1.901139,Gambetta,ZAG ORLEANS,2022
PM10,17.0,47.917398,1.966258,St Jean,ZAG ORLEANS,2022
PM10,14.0,47.344139,0.653778,Joué lès Tours,ZAG TOURS,2022
PM10,20.0,47.394639,0.704861,Pompidou,ZAG TOURS,2022
PM10,14.0,47.83775,1.944667,La_Source-CNRS,ZAG ORLEANS,2022
PM10,14.0,47.075044,2.407183,Bourges-Baffier,ZR CENTRE-VAL-DE-LOIRE,2022
PM10,14.0,47.082778,2.405333,Leblanc,ZR CENTRE-VAL-DE-LOIRE,2022
PM10,14.0,48.444417,1.510139,Fulbert,ZR CENTRE-VAL-DE-LOIRE,2022
PM10,14.0,48.729694,1.358472,Dreux Centre,ZR CENTRE-VAL-DE-LOIRE,2022
PM10,18.0,48.760889,1.233639,Saint-Remy,ZR CENTRE-VAL-DE-LOIRE,2022
PM10,15.0,46.798278,1.693139,Chateauroux Sud,ZR CENTRE-VAL-DE-LOIRE,2022
PM10,14.0,47.594256,1.302667,Blois nord,ZAR BLOIS,2022
PM10,16.0,47.996994,2.731511,Montargis Fond,ZR CENTRE-VAL-DE-LOIRE,2022
PM10,11.0,45.884851,0.898431,ST JUNIEN - Fontaine,ZR NOUVELLE-AQUITAINE,2022
PM10,16.0,45.158738,1.537259,BRIVE - Dalton,ZR NOUVELLE-AQUITAINE,2022
PM10,12.0,46.17362,1.873024,GUERET - Nicolas,ZR NOUVELLE-AQUITAINE,2022
PM10,15.0,45.262665,1.762752,TULLE - Hugo,ZR NOUVELLE-AQUITAINE,2022
PM10,14.0,45.873311,1.307916,PALAIS S/ V.- Garros,ZAR LIMOGES,2022
PM10,16.0,45.829975,1.254772,LIMOGES - Aine,ZAR LIMOGES,2022
PM10,16.0,45.875834,0.823951,SAILLAT - Ipaper,ZR NOUVELLE-AQUITAINE,2022
PM10,13.0,45.842204,1.259689,LIMOGES - BERLAND,ZAR LIMOGES,2022
PM10,17.0,44.870243,4.876289,Valence Périurb. Sud,ZAR VALLEE-DU-RHONE,2022
PM10,18.0,44.933514,4.893481,Valence Urb. Centre,ZAR VALLEE-DU-RHONE,2022
PM10,20.0,45.0425,5.0443,Romans-sur-Isère,ZAR VALLEE-DU-RHONE,2022
PM10,9.0,44.569443,5.278972,Drôme Rurale Sud-SND,ZR AUVERGNE-RHONE-ALPES,2022
PM10,20.0,44.9492,4.890133,A7 Valence Est,ZAR VALLEE-DU-RHONE,2022
PM10,22.0,16.257308,-61.591725,ST de Baie mahault,ZAG POINTE-A-PITRE,2022
PM10,16.0,16.23674,-61.534101,PTP-VICTOIRE,ZAG POINTE-A-PITRE,2022
PM10,22.0,15.994349,-61.727203,BT_PICHON,ZR GUADELOUPE,2022
PM10,17.0,18.070114,-63.081481,SXM Marigot,ZR GUADELOUPE,2022
PM10,19.0,16.254085,-61.53713,ABYMES RN1,ZAG POINTE-A-PITRE,2022
PM10,11.0,-20.889893,55.46884,LYC. LISLET GEOFFROY,ZAR SAINT-DENIS,2022
PM10,16.0,-20.884575,55.453906,Ecole JOINVILLE,ZAR SAINT-DENIS,2022
PM10,12.0,-21.334406,55.45906,Station Luther King,ZAR VOLCAN,2022
PM10,13.0,-21.312895,55.474194,Ligne Paradis,ZAR VOLCAN,2022
PM10,4.0,-21.204815,55.58262,Station Bourg-Murat,ZAR VOLCAN,2022
PM10,9.0,-21.29433,55.62793,Grand Coude,ZAR VOLCAN,2022
PM10,11.0,-21.022112,55.266773,Plateau Caillou,ZAR SAINT-DENIS,2022
PM10,13.0,-21.032139,55.232563,Grand Fond,ZAR SAINT-DENIS,2022
PM10,18.0,-21.331703,55.478949,BD BANKS,ZAR VOLCAN,2022
PM10,13.0,-21.213212,55.302844,RDT SAINT-LEU,ZR LA REUNION,2022
PM10,19.0,14.616389,-61.100792,Ville de Schoelcher,ZAR FORT-DE-FRANCE,2022
PM10,20.0,14.610653,-61.002586,Lamentin,ZAR FORT-DE-FRANCE,2022
PM10,33.0,14.614111,-61.0530833,Reneville,ZAR FORT-DE-FRANCE,2022
PM10,21.0,14.468869,-60.927417,Sainte_Luce,ZR MARTINIQUE,2022
PM10,20.0,14.607444,-61.069778,Fort-de-France - Hôtel de ville,ZAR FORT-DE-FRANCE,2022
PM10,22.0,14.678025,-60.939056,Robert Bourg,ZAR FORT-DE-FRANCE,2022
PM10,16.0,5.164248,-52.64649,Kourou Gaston Monnerville Brady,ZR GUYANE,2022
PM10,17.0,4.84816,-52.3238,Kalou,ZAR ILE-DE-CAYENNE,2022
PM10,20.0,4.9378467,-52.32093,Caiena3,ZAR ILE-DE-CAYENNE,2022
PM10,23.0,4.920833,-52.321944,Cayenne-Bouchon,ZAR ILE-DE-CAYENNE,2022
PM10,19.0,41.924694,8.735694,AJACCIO CANETTO,ZAR AJACCIO,2022
PM10,15.0,42.697917,9.446417,BASTIA GIRAUD,ZAR BASTIA,2022
PM10,24.0,41.958028,8.820278,AJACCIO PIATANICCIA,ZAR AJACCIO,2022
PM10,23.0,42.535833,9.475972,BASTIA LA MARANA,ZAR BASTIA,2022
PM10,13.0,42.236028,9.190028,VENACO,ZR CORSE,2022
PM10,29.0,41.92575,8.738278,AJACCIO ABBATUCCI,ZAR AJACCIO,2022
PM10,18.0,42.702833,9.446389,BASTIA FANGO,ZAR BASTIA,2022
PM10,18.0,48.572808,7.767833,Strasbourg Neudorf Ecoquartier Danube,ZAG STRASBOURG,2022
PM10,0.0,-12.772944,45.223206,Kawéni Village,ZR MAYOTTE,2022
PM10,42.0,-12.761174,45.226197,Kawéni Nord,ZR MAYOTTE,2022
PM10,16.0,44.01285657,1.37530522,Montauban,ZR OCCITANIE,2022
PM10,23.0,42.69587,2.888483,Perpignan bd Pyrénées,ZAR PERPIGNAN,2022
PM10,19.0,43.611606,3.827868,Montpellier Liberté,ZAG MONTPELLIER,2022
PM10,16.0,47.2474,6.015419,Besançon Prévoyance,ZAR BESANCON,2022
PM10,15.0,47.510307,6.794,Montbéliard centre,ZAR BELFORT-MONTBELIARD,2022
PM10,15.0,47.640667,6.859278,Belfort Octroi,ZAR BELFORT-MONTBELIARD,2022
PM10,12.0,47.29464,6.825861,Montandon Baresans,ZR BOURGOGNE-FRANCHE-COMTE,2022
PM10,15.0,47.09672,5.496389,Dole centre,ZR BOURGOGNE-FRANCHE-COMTE,2022
PM10,13.0,47.147231,5.556211,Chatenois,ZR BOURGOGNE-FRANCHE-COMTE,2022
PM10,14.0,46.671321,5.55662,Lons-le-Saunier CV,ZR BOURGOGNE-FRANCHE-COMTE,2022
PM10,16.0,47.620022,6.157642,Vesoul Pres Caillet,ZR BOURGOGNE-FRANCHE-COMTE,2022
PM10,16.0,47.351288,6.359722,Baume-les-Dames,ZR BOURGOGNE-FRANCHE-COMTE,2022
